 Product ID , LIGHTING , Bracket/N Bracket , TASK , WORK CENTER , DESCRIPTION ,UNIT TIME (MIN),
 TBWIPAT , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TBWPAT , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TEK12 , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TEK12LED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TEK6 , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TEK6LED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TWC , fluorescent , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWCW , fluorescent , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWO , fluorescent , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWOW , fluorescent , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWR , fluorescent , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWRLED , led , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWRW , fluorescent , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TWRWLED , led , Bracket , XO : 3 screws +2brkt , Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 WA , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WALED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WB , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBDI , fluorescent , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBDILED , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBDIW , fluorescent , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBLED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBR , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBRLED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBS , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBSLED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBW , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WBWLED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 B6ILED , led , Bracket , sub brkt : 5 screws , Assembly ," take sub-assy, place in housing, 1st side=2 screws/brckt, screw 2nd brkt with grnd wire, screw ground eyelet to housing ",2.03,
 WBDIWLED , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCRPAT , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 STC30 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STC31 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STC32 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STCO , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STD , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STFC , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STFD , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STFI , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STI , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STIA , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STM , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STO20 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STO21 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STO22 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STO23 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STO24 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPC50 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPC52 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPC53 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO40 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO41 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO42 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO43 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO44 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO50 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 STPO51 , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 B3RLED , led , N Bracket , on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 ZELED , led , Bracket , XO : 3 screws +2brkt , Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",1.65,
 TB2DILED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TB2DLED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TB2WDILED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 TB2WDLED , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 skfled , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 SCWI , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCSLAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCSAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCRLAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCRAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCILAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 Sci , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCDLAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCDILAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCDDL , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCAC , led , N Bracket ," no brkt:2 nuts, 1 screw ", Assembly ," take sub-assy, place in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 B2SQDLED , led , N Bracket , on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 B2SQILED , led , N Bracket , on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 B2SQSLED , led , N Bracket , on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 B2SQWDLED , led , N Bracket , on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 AULED , led , N Bracket , on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 B2SQWILED , led , N Bracket , on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 202LED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",1.65,
 202WLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",2.65,
 ARCLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",3.65,
 ARCWLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",4.65,
 ARWLEDBT , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 B6DILED , led , N Bracket ,  sub brkt : 5 screws , Assembly ,"place sub-assy in housing, 1st side=2 screws/brkt, screw 2nd brkt with grnd wire, screw ground eyelet to housing",2.03,
 B6WILED , led , N Bracket ,  sub brkt : 5 screws , Assembly ,"place sub-assy in housing, 1st side=2 screws/brkt, screw 2nd brkt with grnd wire, screw ground eyelet to housing",2.03,
 BMWLED , led , N Bracket ,  sub brkt : 5 screws , Assembly ,"place sub-assy in housing, 1st side=2 screws/brkt, screw 2nd brkt with grnd wire, screw ground eyelet to housing",2.03,
 CUBLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",1.65,
 CUBWLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",1.65,
 LTLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",1.65,
 LTWLED , led , Bracket , XO : 3 screws +2brkt , Assembly ,"place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing",1.65,
 SCDIPAT , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 CLKLED , led , N Bracket ,  on housing: 3screws , Assembly ," place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 SCDPAT , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 B6PRLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 BBPRLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 BMPLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 SCPLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 TB2DILEDPAT , led , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
 WWR , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 BI , fluorescent , N Bracket ,  sub brkt : 5 screws , Assembly ," place sub-assy in housing, 1st side=2 screws/brkt, screw 2nd brkt with grnd wire, screw ground eyelet to housing ",2.03,
 WBDLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBDWLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBILED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBIWLED , led , N Bracket ,"  no brkt:2 nuts, 1 screw ", Assembly ," place sub-assy in housing, nut+washer 1 side, nut+washer 2nd side with grnd wire, screw ground eyelet to housing ",0.87,
 WBRVLED , led , N Bracket ,  on housing: 3screws , Assembly ,"place sub-assy in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing",1.17,
 SKPE , fluorescent , N Bracket , on housing: 3screws , Assembly ," take sub-assy, place in housing, screw 1 side, screw 2nd side with grnd wire, screw ground eyelet to housing ",1.17,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
