Section,Kind of Ballast/Driver,Circuit,B/D Qty,Wires Qty,Work Center,Option,Length,ID,Task,Unit Time (min),Qty,Total Time (min)
SR1,ERS,2A/B,4,3,Assembly,pcswsr1e24,8,5,bring wires to exit for system-run,0.15,2,0.3
SR1,ERS,2A/B,4,3,Assembly,pcswsr1e24,8,6,extra time to passing wires for XO housing,1.92,1,1.92
SRE,ERS,1,1,3,Assembly,pcswsreers11,8,1,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,1,3,Assembly,pcswsree11,8,1,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,1,3,Assembly,pcswsree11,8,2,extra time to passing wires for XO housing,0.04,1,0.04
SRE,ERS,1,2,3,Assembly,pcswsreers12,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRE,ERS,1,2,3,Assembly,pcswsree12,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRE,ERS,1,2,3,Assembly,pcswsreers12,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
SRE,ERS,1,2,3,Assembly,pcswsree12,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
SRE,ERS,1,2,3,Assembly,pcswsreers12,8,3,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,2,3,Assembly,pcswsree12,8,3,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,2,3,Assembly,pcswsree12,8,4,extra time to passing wires for XO housing,0.5,1,0.5
SRE,ERS,1,3,3,Assembly,pcswsreers13,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRE,ERS,1,3,3,Assembly,pcswsree13,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRE,ERS,1,3,3,Assembly,pcswsreers13,8,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,1,0.18
SRE,ERS,1,3,3,Assembly,pcswsree13,8,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,1,0.18
SRE,ERS,1,3,3,Assembly,pcswsreers13,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
SRE,ERS,1,3,3,Assembly,pcswsree13,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
SRE,ERS,1,3,3,Assembly,pcswsreers13,8,4,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,3,3,Assembly,pcswsree13,8,4,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,3,3,Assembly,pcswsree13,8,5,extra time to passing wires for XO housing,0.59,1,0.59
SRE,ERS,1,4,3,Assembly,pcswsreers14,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRE,ERS,1,4,3,Assembly,pcswsree14,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRE,ERS,1,4,3,Assembly,pcswsreers14,8,2,connect 2 groups of ballasts together (3 wires each),0.5,1,0.5
SRE,ERS,1,4,3,Assembly,pcswsree14,8,2,connect 2 groups of ballasts together (3 wires each),0.5,1,0.5
SRE,ERS,1,4,3,Assembly,pcswsreers14,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
SRE,ERS,1,4,3,Assembly,pcswsree14,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
SRE,ERS,1,4,3,Assembly,pcswsreers14,8,4,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,4,3,Assembly,pcswsree14,8,4,bring power wires to main exit,0.15,1,0.15
SRE,ERS,1,4,3,Assembly,pcswsree14,8,5,extra time to passing wires for XO housing,0.93,1,0.93
SRE,ERS,2,2,3,Assembly,pcswsreers22,8,1,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2,2,3,Assembly,pcswsree22,8,1,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2,2,3,Assembly,pcswsreers22,8,2,identify wires circuits,0.15,2,0.3
SRE,ERS,2,2,3,Assembly,pcswsree22,8,2,identify wires circuits,0.15,2,0.3
SRE,ERS,2,2,3,Assembly,pcswsree22,8,3,extra time to passing wires for XO housing,2.01,1,2.01
SRE,ERS,2,4,3,Assembly,pcswsreers24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRE,ERS,2,4,3,Assembly,pcswsree24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRE,ERS,2,4,3,Assembly,pcswsreers24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRE,ERS,2,4,3,Assembly,pcswsree24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRE,ERS,2,4,3,Assembly,pcswsreers24,8,3,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2,4,3,Assembly,pcswsree24,8,3,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2,4,3,Assembly,pcswsreers24,8,4,identify wires circuits,0.15,2,0.3
SRE,ERS,2,4,3,Assembly,pcswsree24,8,4,identify wires circuits,0.15,2,0.3
SRE,ERS,2,4,3,Assembly,pcswsree24,8,5,extra time to passing wires for XO housing,1.92,1,1.92
SRE,ERS,2A/B,2,3,Assembly,pcswsreers22,8,1,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2A/B,2,3,Assembly,pcswsree22,8,1,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2A/B,2,3,Assembly,pcswsreers22,8,2,identify wires circuits,0.15,2,0.3
SRE,ERS,2A/B,2,3,Assembly,pcswsree22,8,2,identify wires circuits,0.15,2,0.3
SRE,ERS,2A/B,2,3,Assembly,pcswsree22,8,3,extra time to passing wires for XO housing,2.01,1,2.01
SRE,ERS,2A/B,4,3,Assembly,pcswsreers24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRE,ERS,2A/B,4,3,Assembly,pcswsree24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRE,ERS,2A/B,4,3,Assembly,pcswsreers24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRE,ERS,2A/B,4,3,Assembly,pcswsree24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRE,ERS,2A/B,4,3,Assembly,pcswsreers24,8,3,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2A/B,4,3,Assembly,pcswsree24,8,3,bring power wires to main exit,0.15,2,0.3
SRE,ERS,2A/B,4,3,Assembly,pcswsreers24,8,4,identify wires circuits,0.15,2,0.3
SRE,ERS,2A/B,4,3,Assembly,pcswsree24,8,4,identify wires circuits,0.15,2,0.3
SRE,ERS,2A/B,4,3,Assembly,pcswsree24,8,5,extra time to passing wires for XO housing,1.92,1,1.92
SRM,ERS,1,1,3,Assembly,pcswsrmers11,8,1,plug connector on each 5 wires of 1 ballast,0.3,1,0.3
SRM,ERS,1,1,3,Assembly,pcswsrme11,8,1,plug connector on each 5 wires of 1 ballast,0.3,1,0.3
SRM,ERS,1,1,3,Assembly,pcswsrmers11,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,1,3,Assembly,pcswsrme11,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,1,3,Assembly,pcswsrmers11,8,3,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,1,3,Assembly,pcswsrme11,8,3,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,1,3,Assembly,pcswsrmers11,8,4,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,1,3,Assembly,pcswsrme11,8,4,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,1,3,Assembly,pcswsrme11,8,5,extra time to passing wires for XO housing,0.39,1,0.39
SRM,ERS,1,2,3,Assembly,pcswsrmers12,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRM,ERS,1,2,3,Assembly,pcswsrme12,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRM,ERS,1,2,3,Assembly,pcswsrmers12,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,2,3,Assembly,pcswsrme12,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,2,3,Assembly,pcswsrmers12,8,3,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,2,3,Assembly,pcswsrme12,8,3,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,2,3,Assembly,pcswsrmers12,8,4,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,2,3,Assembly,pcswsrme12,8,4,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,2,3,Assembly,pcswsrme12,8,5,extra time to passing wires for XO housing,0.81,1,0.81
SRM,ERS,1,3,3,Assembly,pcswsrmers13,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRM,ERS,1,3,3,Assembly,pcswsrme13,8,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
SRM,ERS,1,3,3,Assembly,pcswsrmers13,8,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,1,0.18
SRM,ERS,1,3,3,Assembly,pcswsrme13,8,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,1,0.18
SRM,ERS,1,3,3,Assembly,pcswsrmers13,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,3,3,Assembly,pcswsrme13,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,3,3,Assembly,pcswsrmers13,8,4,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,3,3,Assembly,pcswsrme13,8,4,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,3,3,Assembly,pcswsrmers13,8,5,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,3,3,Assembly,pcswsrme13,8,5,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,3,3,Assembly,pcswsrme13,8,6,extra time to passing wires for XO housing,0.9,1,0.9
SRM,ERS,1,4,3,Assembly,pcswsrmers14,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRM,ERS,1,4,3,Assembly,pcswsrme14,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRM,ERS,1,4,3,Assembly,pcswsrmers14,8,2,connect 2 groups of ballasts together (3 wires each),0.5,1,0.5
SRM,ERS,1,4,3,Assembly,pcswsrme14,8,2,connect 2 groups of ballasts together (3 wires each),0.5,1,0.5
SRM,ERS,1,4,3,Assembly,pcswsrmers14,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,4,3,Assembly,pcswsrme14,8,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
SRM,ERS,1,4,3,Assembly,pcswsrmers14,8,4,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,4,3,Assembly,pcswsrme14,8,4,bring power wires to main exit,0.15,1,0.15
SRM,ERS,1,4,3,Assembly,pcswsrmers14,8,5,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,4,3,Assembly,pcswsrme14,8,5,bring wires to exit for system-run,0.15,1,0.15
SRM,ERS,1,4,3,Assembly,pcswsrme14,8,6,extra time to passing wires for XO housing,1.24,1,1.24
SRM,ERS,2,2,3,Assembly,pcswsrmers22,8,1,plug connector on each 3 wires of 1 ballast,0.3,2,0.6
SRM,ERS,2,2,3,Assembly,pcswsrme22,8,1,plug connector on each 3 wires of 1 ballast,0.3,2,0.6
SRM,ERS,2,2,3,Assembly,pcswsrmers22,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2,2,3,Assembly,pcswsrme22,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2,2,3,Assembly,pcswsrmers22,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2,2,3,Assembly,pcswsrme22,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2,2,3,Assembly,pcswsrmers22,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2,2,3,Assembly,pcswsrme22,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2,2,3,Assembly,pcswsrmers22,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2,2,3,Assembly,pcswsrme22,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2,2,3,Assembly,pcswsrme22,8,6,extra time to passing wires for XO housing,2.01,1,2.01
SRM,ERS,2,4,3,Assembly,pcswsrmers24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRM,ERS,2,4,3,Assembly,pcswsrme24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRM,ERS,2,4,3,Assembly,pcswsrmers24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2,4,3,Assembly,pcswsrme24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2,4,3,Assembly,pcswsrmers24,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2,4,3,Assembly,pcswsrme24,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2,4,3,Assembly,pcswsrmers24,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2,4,3,Assembly,pcswsrme24,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2,4,3,Assembly,pcswsrmers24,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2,4,3,Assembly,pcswsrme24,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2,4,3,Assembly,pcswsrme24,8,6,extra time to passing wires for XO housing,1.92,1,1.92
SRM,ERS,2A/B,2,3,Assembly,pcswsrmers22,8,1,plug connector on each 3 wires of 1 ballast,0.3,2,0.6
SRM,ERS,2A/B,2,3,Assembly,pcswsrme22,8,1,plug connector on each 3 wires of 1 ballast,0.3,2,0.6
SRM,ERS,2A/B,2,3,Assembly,pcswsrmers22,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2A/B,2,3,Assembly,pcswsrme22,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2A/B,2,3,Assembly,pcswsrmers22,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2A/B,2,3,Assembly,pcswsrme22,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2A/B,2,3,Assembly,pcswsrmers22,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2A/B,2,3,Assembly,pcswsrme22,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2A/B,2,3,Assembly,pcswsrmers22,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2A/B,2,3,Assembly,pcswsrme22,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2A/B,2,3,Assembly,pcswsrme22,8,6,extra time to passing wires for XO housing,2.01,1,2.01
SRM,ERS,2A/B,4,3,Assembly,pcswsrmers24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRM,ERS,2A/B,4,3,Assembly,pcswsrme24,8,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
SRM,ERS,2A/B,4,3,Assembly,pcswsrmers24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2A/B,4,3,Assembly,pcswsrme24,8,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,4,1.92
SRM,ERS,2A/B,4,3,Assembly,pcswsrmers24,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2A/B,4,3,Assembly,pcswsrme24,8,3,bring power wires to main exit,0.15,2,0.3
SRM,ERS,2A/B,4,3,Assembly,pcswsrmers24,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2A/B,4,3,Assembly,pcswsrme24,8,4,identify wires circuits,0.15,4,0.6
SRM,ERS,2A/B,4,3,Assembly,pcswsrmers24,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2A/B,4,3,Assembly,pcswsrme24,8,5,bring wires to exit for system-run,0.15,2,0.3
SRM,ERS,2A/B,4,3,Assembly,pcswsrme24,8,6,extra time to passing wires for XO housing,1.92,1,1.92
-,ERS,1,1,3,Assembly,pcswcsers11,11,1,bring power wires to main exit,0.1,1,0.1
-,ERS,1,2,3,Assembly,pcswcsers12,11,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
-,ERS,1,2,3,Assembly,pcswcsers12,11,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
-,ERS,1,2,3,Assembly,pcswcsers12,11,3,bring power wires to main exit,0.1,1,0.1
-,ERS,2,2,3,Assembly,pcswcsers22,11,1,bring power wires to main exit ,0.1,2,0.2
-,ERS,2,2,3,Assembly,pcswcsers22,11,2,identify wires circuits,0.15,2,0.3
-,ERS,2,1,3,Assembly,pcswcsers22,11,1,bring power wires to main exit ,0.1,2,0.2
-,ERS,2,1,3,Assembly,pcswcsers22,11,2,identify wires circuits,0.15,2,0.3
-,ERS,2A/B,2,3,Assembly,pcswcsers22,11,1,bring power wires to main exit ,0.1,2,0.2
-,ERS,2A/B,2,3,Assembly,pcswcsers22,11,2,identify wires circuits,0.15,2,0.3
-,ERS,2A/B,1,3,Assembly,pcswcsers22,11,1,bring power wires to main exit ,0.1,2,0.2
-,ERS,2A/B,1,3,Assembly,pcswcsers22,11,2,identify wires circuits,0.15,2,0.3
Complete Section,ERS,1,1,3,Assembly,pcswcsers11,12,1,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,1,3,Assembly,pcswcse11,12,1,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,1,3,Assembly,pcswcsers11,12,1,bring power wires to main exit,0.1,1,0.1
Complete Section,ERS,1,1,3,Assembly,pcswcse11,12,2,extra time to passing wires for XO housing,0.05,1,0.05
Complete Section,ERS,1,2,3,Assembly,pcswcsers12,12,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
Complete Section,ERS,1,2,3,Assembly,pcswcse12,12,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
Complete Section,ERS,1,2,3,Assembly,pcswcsers12,12,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,2,3,Assembly,pcswcse12,12,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,2,3,Assembly,pcswcsers12,12,3,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,2,3,Assembly,pcswcse12,12,3,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,2,3,Assembly,pcswcsers12,12,3,bring power wires to main exit,0.1,1,0.1
Complete Section,ERS,1,2,3,Assembly,pcswcse12,12,4,extra time to passing wires for XO housing,0.52,1,0.52
Complete Section,ERS,1,3,3,Assembly,pcswcsers13,12,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
Complete Section,ERS,1,3,3,Assembly,pcswcse13,12,1,connect 2 ballasts together (3 wires each),0.36,1,0.36
Complete Section,ERS,1,3,3,Assembly,pcswcsers13,12,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,1,0.18
Complete Section,ERS,1,3,3,Assembly,pcswcse13,12,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,1,0.18
Complete Section,ERS,1,3,3,Assembly,pcswcsers13,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,3,3,Assembly,pcswcse13,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,3,3,Assembly,pcswcsers13,12,4,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,3,3,Assembly,pcswcse13,12,4,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,3,3,Assembly,pcswcse13,12,5,extra time to passing wires for XO housing,0.61,1,0.61
Complete Section,ERS,1,4,3,Assembly,pcswcsers14,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,1,4,3,Assembly,pcswcse14,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,1,4,3,Assembly,pcswcsers14,12,2,connect 2 groups of ballasts together (3 wires each),0.55,1,0.55
Complete Section,ERS,1,4,3,Assembly,pcswcse14,12,2,connect 2 groups of ballasts together (3 wires each),0.55,1,0.55
Complete Section,ERS,1,4,3,Assembly,pcswcsers14,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,4,3,Assembly,pcswcse14,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,4,3,Assembly,pcswcsers14,12,4,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,4,3,Assembly,pcswcse14,12,4,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,4,3,Assembly,pcswcse14,12,5,extra time to passing wires for XO housing,0.98,1,0.98
Complete Section,ERS,1,5,3,Assembly,pcswcsers15,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,1,5,3,Assembly,pcswcse15,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,1,5,3,Assembly,pcswcsers15,12,2,connect 2 groups of ballasts together (3 wires each),0.55,2,1.1
Complete Section,ERS,1,5,3,Assembly,pcswcse15,12,2,connect 2 groups of ballasts together (3 wires each),0.55,2,1.1
Complete Section,ERS,1,5,3,Assembly,pcswcsers15,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,5,3,Assembly,pcswcse15,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,5,3,Assembly,pcswcsers15,12,4,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,5,3,Assembly,pcswcse15,12,4,bring power wires to main exit,0.2,1,0.2
Complete Section,ERS,1,5,3,Assembly,pcswcse15,12,5,extra time to passing wires for XO housing,1.07,1,1.07
Complete Section,ERS,1,6,3,Assembly,pcswcsers16,12,1,connect 2 ballasts together (3 wires each),0.36,3,1.08
Complete Section,ERS,1,6,3,Assembly,pcswcse16,12,1,connect 2 ballasts together (3 wires each),0.36,3,1.08
Complete Section,ERS,1,6,3,Assembly,pcswcsers16,12,2,connect 2 groups of ballasts together (3 wires each),0.55,2,1.1
Complete Section,ERS,1,6,3,Assembly,pcswcse16,12,2,connect 2 groups of ballasts together (3 wires each),0.55,2,1.1
Complete Section,ERS,1,6,3,Assembly,pcswcsers16,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,6,3,Assembly,pcswcse16,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,1,0.48
Complete Section,ERS,1,6,3,Assembly,pcswcsers16,12,4,bring power wires to main exit,0.3,1,0.3
Complete Section,ERS,1,6,3,Assembly,pcswcse16,12,4,bring power wires to main exit,0.3,1,0.3
Complete Section,ERS,1,6,3,Assembly,pcswcse16,12,5,extra time to passing wires for XO housing,1.43,1,1.43
Complete Section,ERS,2,2,3,Assembly,pcswcsers22,12,1,bring power wires to main exit ,0.1,2,0.2
Complete Section,ERS,2,2,3,Assembly,pcswcsers22,12,2,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,4,3,Assembly,pcswcsers24,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,2,4,3,Assembly,pcswcse24,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,2,4,3,Assembly,pcswcsers24,12,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2,4,3,Assembly,pcswcse24,12,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2,4,3,Assembly,pcswcsers24,12,3,bring power wires to main exit,0.2,2,0.4
Complete Section,ERS,2,4,3,Assembly,pcswcse24,12,3,bring power wires to main exit,0.2,2,0.4
Complete Section,ERS,2,4,3,Assembly,pcswcsers24,12,3,bring power wires to main exit,0.1,2,0.2
Complete Section,ERS,2,4,3,Assembly,pcswcsers24,12,4,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,4,3,Assembly,pcswcse24,12,4,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,4,3,Assembly,pcswcse24,12,5,extra time to passing wires for XO housing,2.02,1,2.02
Complete Section,ERS,2,6,3,Assembly,pcswcsers26,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,2,6,3,Assembly,pcswcse26,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,2,6,3,Assembly,pcswcsers26,12,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,2,0.36
Complete Section,ERS,2,6,3,Assembly,pcswcse26,12,2,connect 1 ballast (3wires) to 2 previous ballast,0.18,2,0.36
Complete Section,ERS,2,6,3,Assembly,pcswcsers26,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2,6,3,Assembly,pcswcse26,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2,6,3,Assembly,pcswcsers26,12,4,bring power wires to main exit,0.2,2,0.4
Complete Section,ERS,2,6,3,Assembly,pcswcse26,12,4,bring power wires to main exit,0.2,2,0.4
Complete Section,ERS,2,6,3,Assembly,pcswcsers26,12,5,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,6,3,Assembly,pcswcse26,12,5,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,6,3,Assembly,pcswcse26,12,6,extra time to passing wires for XO housing,2.2,1,2.2
Complete Section,ERS,2,10,3,Assembly,pcswcsers210,12,1,connect 2 ballasts together (3 wires each),0.36,4,1.44
Complete Section,ERS,2,10,3,Assembly,pcswcse210,12,1,connect 2 ballasts together (3 wires each),0.36,4,1.44
Complete Section,ERS,2,10,3,Assembly,pcswcsers210,12,2,connect 2 groups of ballasts together (3 wires each),0.55,4,2.2
Complete Section,ERS,2,10,3,Assembly,pcswcse210,12,2,connect 2 groups of ballasts together (3 wires each),0.55,4,2.2
Complete Section,ERS,2,10,3,Assembly,pcswcsers210,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2,10,3,Assembly,pcswcse210,12,3,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2,10,3,Assembly,pcswcsers210,12,4,bring power wires to main exit,0.2,2,0.4
Complete Section,ERS,2,10,3,Assembly,pcswcse210,12,4,bring power wires to main exit,0.2,2,0.4
Complete Section,ERS,2,10,3,Assembly,pcswcsers210,12,5,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,10,3,Assembly,pcswcse210,12,5,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2,10,3,Assembly,pcswcse210,12,6,extra time to passing wires for XO housing,3.11,1,3.11
Complete Section,ERS,2A/B,2,3,Assembly,pcswcsers22,12,1,bring power wires to main exit ,0.1,2,0.2
Complete Section,ERS,2A/B,2,3,Assembly,pcswcsers22,12,2,identify wires circuits,0.15,2,0.3
Complete Section,ERS,2A/B,4,3,Assembly,pcswcsers24,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,2A/B,4,3,Assembly,pcswcse24,12,1,connect 2 ballasts together (3 wires each),0.36,2,0.72
Complete Section,ERS,2A/B,4,3,Assembly,pcswcsers24,12,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2A/B,4,3,Assembly,pcswcse24,12,2,"take 3 wires, plug in connector, place, put tie-wrap",0.48,2,0.96
Complete Section,ERS,2A/B,4,3,Assembly,pcswcsers24,12,3,bring power wires to main exit,0.2,2,0.4
