 Product ID , Work Center , Section , Option , ID , Task , Qty , Time(min) , Total Time ,, Sum of Total Time , Column Labels ,,,,,,
 BWDLED , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 BWDLED , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 BWDLEDPAT , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 BWDLEDPAT , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, LTW ,,, CAD 4.36 ,, CAD 4.36 ,,
 BWDPAT , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 BWDPAT , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 BWI , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 BWI , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, LTWA ,,, CAD 4.36 ,, CAD 4.36 ,,
 BWILED , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 BWILED , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 BWILEDPAT , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 BWILEDPAT , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, MB ,,,, CAD 2.40 , CAD 2.40 ,,
 BWIPAT , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 BWIPAT , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 BWLEDPAT , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 BWLEDPAT , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, MBLED ,,,, CAD 2.40 , CAD 2.40 ,,
 BWPAT , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 BWPAT , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 BWV , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 BWV , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, MBS ,,,, CAD 2.40 , CAD 2.40 ,,
 BWVLED , Preparation , Complete Section , aendcap1 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 BWVLED , Preparation , Complete Section , aendcap1 , CAD 2.00 , press 2 pins in end cap , CAD 2.00 ,0.55, CAD 1.10 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 D5 , Preparation , Complete Section , aendcap10 , CAD 1.00 , unpack end cap , CAD 2.00 ,0.10, CAD 0.20 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 D5 , Preparation , Complete Section , aendcap10 , CAD 4.00 ," fix 3 bolts, washers & nuts in end cap holes ", CAD 2.00 ,0.75, CAD 1.50 ,, MBSLED ,,,, CAD 2.40 , CAD 2.40 ,,
 D5S , Preparation , Complete Section , aendcap10 , CAD 1.00 , unpack end cap , CAD 2.00 ,0.10, CAD 0.20 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 D5S , Preparation , Complete Section , aendcap10 , CAD 4.00 ," fix 3 bolts, washers & nuts in end cap holes ", CAD 2.00 ,0.75, CAD 1.50 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 D5W , Preparation , Complete Section , aendcap10 , CAD 1.00 , unpack end cap , CAD 2.00 ,0.10, CAD 0.20 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 D5W , Preparation , Complete Section , aendcap10 , CAD 4.00 ," fix 3 bolts, washers & nuts in end cap holes ", CAD 2.00 ,0.75, CAD 1.50 ,, MBW ,,,, CAD 2.40 , CAD 2.40 ,,
 MB , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 MBLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 MBS , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 MBSLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, MBWLED ,,,, CAD 2.40 , CAD 2.40 ,,
 MBW , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 MBWLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 MBWV , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 MBWVLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, MBWV ,,,, CAD 2.40 , CAD 2.40 ,,
 PICR , Preparation , Complete Section , aendcap11 , CAD 1.00 , remove paint of threads , CAD 2.00 ,0.50, CAD 1.00 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 PICR , Preparation , Complete Section , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 2.00 ,1.64, CAD 3.28 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 PICWR , Preparation , Complete Section , aendcap11 , CAD 1.00 , remove paint of threads , CAD 2.00 ,0.50, CAD 1.00 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 PICWR , Preparation , Complete Section , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 2.00 ,1.64, CAD 3.28 ,, MBWVLED ,,,, CAD 2.40 , CAD 2.40 ,,
 PMRLED , Preparation , Complete Section , aendcap11 , CAD 1.00 , remove paint of threads , CAD 2.00 ,0.50, CAD 1.00 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 PMRLED , Preparation , Complete Section , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 2.00 ,1.64, CAD 3.28 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 PMWR , Preparation , Complete Section , aendcap11 , CAD 1.00 , remove paint of threads , CAD 2.00 ,0.50, CAD 1.00 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 PMWR , Preparation , Complete Section , aendcap11 , CAD 2.00 ," take swivel casting, put hex nut, put screw into end cap portion, put plastic washer between&screw together  ", CAD 2.00 ,1.64, CAD 3.28 ,, PICR ,,,, CAD 8.56 , CAD 8.56 ,,
 PR , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 4.28 , CAD 4.28 ,,
 PRLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 2.14 , CAD 2.14 ,,
 PRS , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 2.14 , CAD 2.14 ,,
 PRSLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, PICWR ,,,, CAD 8.56 , CAD 8.56 ,,
 PRW , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 4.28 , CAD 4.28 ,,
 PRWLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 2.14 , CAD 2.14 ,,
 PW , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 2.14 , CAD 2.14 ,,
 PWLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, PMRLED ,,,, CAD 8.56 , CAD 8.56 ,,
 PWS , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, Complete Section ,,,, CAD 4.28 , CAD 4.28 ,,
 PWSLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 2.14 , CAD 2.14 ,,
 PWW , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SRE ,,,, CAD 2.14 , CAD 2.14 ,,
 PWWLED , Preparation , Complete Section , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, PMWR ,,,, CAD 8.56 , CAD 8.56 ,,
 TB , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 4.28 , CAD 4.28 ,,
 TB , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 2.14 , CAD 2.14 ,,
 TBDILED , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 2.14 , CAD 2.14 ,,
 TBDILED , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PR ,,,, CAD 2.40 , CAD 2.40 ,,
 TBDILEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBDILEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBDLED , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBDLED , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PRLED ,,,, CAD 2.40 , CAD 2.40 ,,
 TBDLEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBDLEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PRS ,,,, CAD 2.40 , CAD 2.40 ,,
 TBILED , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBILED , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBILEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBILEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PRSLED ,,,, CAD 2.40 , CAD 2.40 ,,
 TBIPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBIPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBLEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBLEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PRW ,,,, CAD 2.40 , CAD 2.40 ,,
 TBPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBW , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBW , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PRWLED ,,,, CAD 2.40 , CAD 2.40 ,,
 TBWDILED , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBWDILED , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWDILEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWDILEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PW ,,,, CAD 2.40 , CAD 2.40 ,,
 TBWDLED , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBWDLED , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWDLEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWDLEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PWLED ,,,, CAD 2.40 , CAD 2.40 ,,
 TBWDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBWDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWILED , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWILED , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PWS ,,,, CAD 2.40 , CAD 2.40 ,,
 TBWILEDPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBWILEDPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWIPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TBWIPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, PWSLED ,,,, CAD 2.40 , CAD 2.40 ,,
 TBWPAT , Preparation , Complete Section , aendcap2 , CAD 1.00 , break tab , CAD 2.00 ,0.33, CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TBWPAT , Preparation , Complete Section , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 2.00 ,0.84, CAD 1.68 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TWC , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TWC , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, PWW ,,,, CAD 2.40 , CAD 2.40 ,,
 TWCW , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TWCW , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TWO , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TWO , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, PWWLED ,,,, CAD 2.40 , CAD 2.40 ,,
 TWOW , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section ,,,, CAD 1.20 , CAD 1.20 ,,
 TWOW , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 ,,,, CAD 0.60 , CAD 0.60 ,,
 TWR , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE ,,,, CAD 0.60 , CAD 0.60 ,,
 TWR , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SL , CAD 0.92 ,,,, CAD 0.92 ,,
 TWRLED , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 TWRLED , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 TWRW , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 TWRW , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SL2HLED , CAD 0.92 ,,,, CAD 0.92 ,,
 TWRWLED , Preparation , Complete Section , aendcap3 , CAD 1.00 , break tab , CAD 2.00 , CAD 0.33 , CAD 0.66 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 TWRWLED , Preparation , Complete Section , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 2.00 , CAD 0.60 , CAD 1.20 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WB , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WB , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SL2LLED , CAD 0.92 ,,,, CAD 0.92 ,,
 WB , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBDI , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBDI , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBDI , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SLLED , CAD 0.92 ,,,, CAD 0.92 ,,
 WBDILED , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBDILED , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBDILED , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBDIW , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SLW ,,, CAD 4.36 ,, CAD 4.36 ,,
 WBDIW , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 WBDIW , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBDIWLED , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBDIWLED , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SLWLED ,,, CAD 4.36 ,, CAD 4.36 ,,
 WBDIWLED , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 WBLED , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBLED , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBLED , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SOL , CAD 0.92 ,,,, CAD 0.92 ,,
 WBR , Preparation , Complete Section , aendcapwbr , CAD 6.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBR , Preparation , Complete Section , aendcapwbr , CAD 7.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBR , Preparation , Complete Section , aendcapwbr , CAD 8.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
