Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,Sum of Time(min),Column Labels,,,
MBST,fluorescent,surface,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
MBST,fluorescent,surface,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
MBST,fluorescent,surface,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
MBST,fluorescent,surface,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
MBST,fluorescent,surface,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
MBST,fluorescent,surface,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
MBST,fluorescent,surface,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
MBST,fluorescent,surface,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
MBST,fluorescent,surface,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
MBST,fluorescent,surface,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
MBT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
MBT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
MBT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
MBT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
MBW,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
MBW,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
MBW,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
MBW,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
MBWLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
MBWLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
MBWLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
MBWLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
MBWLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
MBWLED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
MBWLED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
MBWLED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
MBWLED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
MBWT,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
MBWT,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
MBWT,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
MBWT,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
MBWV,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
MBWV,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
MBWV,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
MBWV,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
MBWVLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
MBWVLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
MBWVLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
MBWVLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
MBWVLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
MBWVLED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
MBWVLED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
MBWVLED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
MBWVLED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PICD,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PICD,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PICD,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PICD,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PICI,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PICI,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PICI,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PICI,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PICR,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PICR,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PICR,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PICR,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PICWD,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PICWD,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PICWD,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PICWD,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PICWI,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PICWI,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PICWI,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PICWI,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PICWR,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PICWR,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PICWR,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PICWR,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PMD,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PMD,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PMD,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PMD,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PMI,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PMI,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PMI,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PMI,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PMR,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PMR,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PMR,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PMR,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PMRLED,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PMRLED,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PMRLED,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PMRLED,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PMRLED,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PMRLED,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PMRLED,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PMRLED,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PMRLED,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PMWD,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PMWD,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PMWD,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PMWD,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PMWI,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PMWI,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PMWI,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PMWI,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PMWR,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PMWR,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PMWR,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PMWR,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
PO,fluorescent,Grid,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
PO,fluorescent,Grid,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PO,fluorescent,Grid,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PO,fluorescent,Grid,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
POLED,led,Grid,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
POLED,led,Grid,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
POLED,led,Grid,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
POLED,led,Grid,battled1,Assembly,6,Test switch connections,2.81,,,,,,
POLED,led,Grid,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
POLED,led,Grid,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
POLED,led,Grid,battled1,Assembly,9,Emergency labels,0.36,,,,,,
POLED,led,Grid,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
POLED,led,Grid,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PR,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PR,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PR,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PR,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PRLED,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PRLED,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PRLED,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PRLED,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PRLED,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PRLED,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PRLED,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PRLED,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PRLED,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PRS,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PRS,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PRS,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PRS,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PRSLED,led,surface,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PRSLED,led,surface,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PRSLED,led,surface,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PRSLED,led,surface,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PRSLED,led,surface,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PRSLED,led,surface,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PRSLED,led,surface,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PRSLED,led,surface,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PRSLED,led,surface,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PRW,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PRW,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PRW,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PRW,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PRWLED,led,wall,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PRWLED,led,wall,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PRWLED,led,wall,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PRWLED,led,wall,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PRWLED,led,wall,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PRWLED,led,wall,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PRWLED,led,wall,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PRWLED,led,wall,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PRWLED,led,wall,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
