 Family Product , Optic , Work Center , Option , Length , ID , Task , Time (min) 
CCWL,SL,Assembly,aoptic31,12,1,clean guide light,0.48
CCWL,SL,Assembly,aoptic31,12,2,place on housing,0.9
CCWL,SL,Assembly,aoptic31,12,3,place & clip 2 plastic boards retainer,1.77
CCWL,SL,Assembly,aoptic31,12,4,"place & screw guide light end brkt (2 brkt, 2 screws each)",1.38
CLICK,SO,Assembly,aoptic39,4,1, Slide lightguide between extrusion ,1
CLICK,SO,Assembly,aoptic39,4,2, slide film below lightguide ,0.3
CLICK,SO,Assembly,aoptic39,8,1, Slide lightguide between extrusion ,2.5
CLICK,SO,Assembly,aoptic39,8,2, slide film below lightguide ,0.75
CUBIC,B,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
CUBIC,B,Assembly,aoptic19,4,3,Slide covers,0.22
CUBIC,B,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
CUBIC,B,Assembly,aoptic19,8,3,Slide covers,0.33
CUBIC,B,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
CUBIC,B,Assembly,aoptic19,12,3,Slide covers,0.44
CUBIC,P,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
CUBIC,P,Assembly,aoptic19,4,3,Slide covers,0.22
CUBIC,P,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
CUBIC,P,Assembly,aoptic19,8,3,Slide covers,0.33
CUBIC,P,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
CUBIC,P,Assembly,aoptic19,12,3,Slide covers,0.44
CUBIC,PL,Assembly,aoptic20,4,2,Slide covers,0.34
CUBIC,PL,Assembly,aoptic20,4,3,Widen & clip baffle/loover in product,0.9
CUBIC,PL,Assembly,aoptic20,8,2,Slide covers,0.56
CUBIC,PL,Assembly,aoptic20,8,3,Widen & clip baffle/loover in product,1.8
CUBIC,PL,Assembly,aoptic20,12,2,Slide covers,0.78
CUBIC,PL,Assembly,aoptic20,12,3,Widen & clip baffle/loover in product,2.7
CUBIC,S,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
CUBIC,S,Assembly,aoptic19,4,3,Slide covers,0.22
CUBIC,S,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
CUBIC,S,Assembly,aoptic19,8,3,Slide covers,0.33
CUBIC,S,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
CUBIC,S,Assembly,aoptic19,12,3,Slide covers,0.44
CUBIC,SB,Assembly,aoptic20,4,2,Slide covers,0.34
CUBIC,SB,Assembly,aoptic20,4,3,Widen & clip baffle/loover in product,0.9
CUBIC,SB,Assembly,aoptic20,8,2,Slide covers,0.56
CUBIC,SB,Assembly,aoptic20,8,3,Widen & clip baffle/loover in product,1.8
CUBIC,SB,Assembly,aoptic20,12,2,Slide covers,0.78
CUBIC,SB,Assembly,aoptic20,12,3,Widen & clip baffle/loover in product,2.7
CUBIC,SL,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
CUBIC,SL,Assembly,aoptic19,4,3,Slide covers,0.22
CUBIC,SL,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
CUBIC,SL,Assembly,aoptic19,8,3,Slide covers,0.33
CUBIC,SL,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
CUBIC,SL,Assembly,aoptic19,12,3,Slide covers,0.44
CUBIC,VL,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
CUBIC,VL,Assembly,aoptic19,4,3,Slide covers,0.22
CUBIC,VL,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
CUBIC,VL,Assembly,aoptic19,8,3,Slide covers,0.33
CUBIC,VL,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
CUBIC,VL,Assembly,aoptic19,12,3,Slide covers,0.44
CUBIC,B,Preparation,aoptic19,4,1,Clean optic,0.1
CUBIC,B,Preparation,aoptic19,8,1,Clean optic,0.22
CUBIC,B,Preparation,aoptic19,12,1,Clean optic,0.36
CUBIC,P,Preparation,aoptic19,4,1,Clean optic,0.1
CUBIC,P,Preparation,aoptic19,8,1,Clean optic,0.22
CUBIC,P,Preparation,aoptic19,12,1,Clean optic,0.36
CUBIC,PL,Preparation,aoptic20,4,1,Unwrap loover/baffle,0.26
CUBIC,PL,Preparation,aoptic20,8,1,Unwrap loover/baffle,0.52
CUBIC,PL,Preparation,aoptic20,12,1,Unwrap loover/baffle,0.78
CUBIC,S,Preparation,aoptic19,4,1,Clean optic,0.1
CUBIC,S,Preparation,aoptic19,8,1,Clean optic,0.22
CUBIC,S,Preparation,aoptic19,12,1,Clean optic,0.36
CUBIC,SB,Preparation,aoptic20,4,1,Unwrap loover/baffle,0.26
CUBIC,SB,Preparation,aoptic20,8,1,Unwrap loover/baffle,0.52
CUBIC,SB,Preparation,aoptic20,12,1,Unwrap loover/baffle,0.78
CUBIC,SL,Preparation,aoptic19,4,1,Clean optic,0.1
CUBIC,SL,Preparation,aoptic19,8,1,Clean optic,0.22
CUBIC,SL,Preparation,aoptic19,12,1,Clean optic,0.36
CUBIC,VL,Preparation,aoptic19,4,1,Clean optic,0.1
CUBIC,VL,Preparation,aoptic19,8,1,Clean optic,0.22
CUBIC,VL,Preparation,aoptic19,12,1,Clean optic,0.36
CUBIC,SO,Assembly,aoptic19,4,2,Slide optic in extrusion,0.31
CUBIC,SO,Assembly,aoptic19,4,3,Slide covers,0.22
CUBIC,SO,Assembly,aoptic19,8,2,Slide optic in extrusion,0.52
CUBIC,SO,Assembly,aoptic19,8,3,Slide covers,0.33
CUBIC,SO,Assembly,aoptic19,12,2,Slide optic in extrusion,0.78
CUBIC,SO,Assembly,aoptic19,12,3,Slide covers,0.44
D535,B,Assembly,aoptic10,4,3,clip louver on housing,0.41
D535,B,Assembly,aoptic10,8,3,clip louver on housing,0.82
D535,B,Assembly,aoptic10,12,3,clip louver on housing,1.23
D535,BC,Assembly,aoptic10,4,3,clip louver on housing,0.41
D535,BC,Assembly,aoptic10,8,3,clip louver on housing,0.82
D535,BC,Assembly,aoptic10,12,3,clip louver on housing,1.23
D535,SLC,Assembly,aoptic10,4,3,clip louver on housing,0.41
D535,SLC,Assembly,aoptic10,8,3,clip louver on housing,0.82
D535,SLC,Assembly,aoptic10,12,3,clip louver on housing,1.23
D535,B,Preparation,aoptic10,4,1,unwrap louver,0.26
D535,B,Preparation,aoptic10,4,2,assy brackets on baffle,2.8
D535,B,Preparation,aoptic10,8,1,unwrap louver,0.52
D535,B,Preparation,aoptic10,8,2,assy brackets on baffle,5.6
D535,B,Preparation,aoptic10,12,1,unwrap louver,0.78
D535,B,Preparation,aoptic10,12,2,assy brackets on baffle,8.4
D535,BC,Preparation,aoptic10,4,1,unwrap louver,0.26
D535,BC,Preparation,aoptic10,4,2,assy brackets on baffle,2.8
D535,BC,Preparation,aoptic10,8,1,unwrap louver,0.52
D535,BC,Preparation,aoptic10,8,2,assy brackets on baffle,5.6
D535,BC,Preparation,aoptic10,12,1,unwrap louver,0.78
D535,BC,Preparation,aoptic10,12,2,assy brackets on baffle,8.4
D535,SLC,Preparation,aoptic10,4,1,unwrap louver,0.26
D535,SLC,Preparation,aoptic10,4,2,assy brackets on baffle,2.8
D535,SLC,Preparation,aoptic10,8,1,unwrap louver,0.52
D535,SLC,Preparation,aoptic10,8,2,assy brackets on baffle,5.6
D535,SLC,Preparation,aoptic10,12,1,unwrap louver,0.78
D535,SLC,Preparation,aoptic10,12,2,assy brackets on baffle,8.4
DAY,S,Assembly,aoptic15,11,1,Bring housing to work station,0.07
DAY,S,Assembly,aoptic15,11,2,Take sub-assy door & fix in housing,0.14
DAY,S,Assembly,aoptic15,11,3,Fix door with 3 screws,0.23
DAY,S,Assembly,aoptic15,11,4,Put aside,0.07
DAY,S,Assembly,aoptic15,12,1,Bring housing to work station,0.07
DAY,S,Assembly,aoptic15,12,2,Take sub-assy door & fix in housing,0.14
DAY,S,Assembly,aoptic15,12,3,Fix door with 3 screws,0.23
DAY,S,Assembly,aoptic15,12,4,Put aside,0.07
DAY,S,Assembly,aoptic15,14,1,Bring housing to work station,0.07
DAY,S,Assembly,aoptic15,14,2,Take sub-assy door & fix in housing,0.14
DAY,S,Assembly,aoptic15,14,3,Fix door with 3 screws,0.23
DAY,S,Assembly,aoptic15,14,4,Put aside,0.07
DAY,S,Assembly,aoptic15,22,1,Bring housing to work station,0.07
DAY,S,Assembly,aoptic15,22,2,Take sub-assy door & fix in housing,0.14
DAY,S,Assembly,aoptic15,22,3,Fix door with 3 screws,0.23
DAY,S,Assembly,aoptic15,22,4,Put aside,0.07
DAY,S,Assembly,aoptic15,24,1,Bring housing to work station,0.07
DAY,S,Assembly,aoptic15,24,2,Take sub-assy door & fix in housing,0.14
DAY,S,Assembly,aoptic15,24,3,Fix door with 3 screws,0.23
DAY,S,Assembly,aoptic15,24,4,Put aside,0.07
DAY,SB,Assembly,aoptic15,11,1,Bring housing to work station,0.07
DAY,SB,Assembly,aoptic15,11,2,Take sub-assy door & fix in housing,0.14
DAY,SB,Assembly,aoptic15,11,3,Fix door with 3 screws,0.23
DAY,SB,Assembly,aoptic15,11,4,Put aside,0.07
DAY,SB,Assembly,aoptic15,12,1,Bring housing to work station,0.07
DAY,SB,Assembly,aoptic15,12,2,Take sub-assy door & fix in housing,0.14
DAY,SB,Assembly,aoptic15,12,3,Fix door with 3 screws,0.23
DAY,SB,Assembly,aoptic15,12,4,Put aside,0.07
DAY,SB,Assembly,aoptic15,14,1,Bring housing to work station,0.07
DAY,SB,Assembly,aoptic15,14,2,Take sub-assy door & fix in housing,0.14
DAY,SB,Assembly,aoptic15,14,3,Fix door with 3 screws,0.23
DAY,SB,Assembly,aoptic15,14,4,Put aside,0.07
DAY,SB,Assembly,aoptic15,22,1,Bring housing to work station,0.07
DAY,SB,Assembly,aoptic15,22,2,Take sub-assy door & fix in housing,0.14
DAY,SB,Assembly,aoptic15,22,3,Fix door with 3 screws,0.23
DAY,SB,Assembly,aoptic15,22,4,Put aside,0.07
DAY,SB,Assembly,aoptic15,24,1,Bring housing to work station,0.07
DAY,SB,Assembly,aoptic15,24,2,Take sub-assy door & fix in housing,0.14
DAY,SB,Assembly,aoptic15,24,3,Fix door with 3 screws,0.23
DAY,SB,Assembly,aoptic15,24,4,Put aside,0.07
DAYLED,SO,Assembly,aoptic15,11,1,Bring housing to work station,0.07
DAYLED,SO,Assembly,aoptic15,11,2,Take sub-assy door & fix in housing,0.14
DAYLED,SO,Assembly,aoptic15,11,3,Fix door with 3 screws,0.23
DAYLED,SO,Assembly,aoptic15,11,4,Put aside,0.07
DAYLED,SO,Assembly,aoptic15,12,1,Bring housing to work station,0.07
DAYLED,SO,Assembly,aoptic15,12,2,Take sub-assy door & fix in housing,0.14
DAYLED,SO,Assembly,aoptic15,12,3,Fix door with 3 screws,0.23
DAYLED,SO,Assembly,aoptic15,12,4,Put aside,0.07
DAYLED,SO,Assembly,aoptic15,14,1,Bring housing to work station,0.07
DAYLED,SO,Assembly,aoptic15,14,2,Take sub-assy door & fix in housing,0.14
DAYLED,SO,Assembly,aoptic15,14,3,Fix door with 3 screws,0.23
DAYLED,SO,Assembly,aoptic15,14,4,Put aside,0.07
DAYLED,SO,Assembly,aoptic15,22,1,Bring housing to work station,0.07
DAYLED,SO,Assembly,aoptic15,22,2,Take sub-assy door & fix in housing,0.14
DAYLED,SO,Assembly,aoptic15,22,3,Fix door with 3 screws,0.23
DAYLED,SO,Assembly,aoptic15,22,4,Put aside,0.07
DAYLED,SO,Assembly,aoptic15,24,1,Bring housing to work station,0.07
DAYLED,SO,Assembly,aoptic15,24,2,Take sub-assy door & fix in housing,0.14
DAYLED,SO,Assembly,aoptic15,24,3,Fix door with 3 screws,0.23
DAYLED,SO,Assembly,aoptic15,24,4,Put aside,0.07
DIA,S,Assembly,aoptic14,11,1,Bring product to work station,0.186666667
DIA,S,Assembly,aoptic14,11,2,Fix 1 screw,0.135
DIA,S,Assembly,aoptic14,11,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,S,Assembly,aoptic14,11,4,"Fix 2sd side, close lens firmly",0.285
DIA,S,Assembly,aoptic14,11,5,Clean 2 side lens with air,0.0984
DIA,S,Assembly,aoptic14,11,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,S,Assembly,aoptic14,11,7,Put aside,0.163333333
DIA,S,Assembly,aoptic14,12,1,Bring product to work station,0.186666667
DIA,S,Assembly,aoptic14,12,2,Fix 1 screw,0.135
DIA,S,Assembly,aoptic14,12,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,S,Assembly,aoptic14,12,4,"Fix 2sd side, close lens firmly",0.285
DIA,S,Assembly,aoptic14,12,5,Clean 2 side lens with air,0.0984
DIA,S,Assembly,aoptic14,12,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,S,Assembly,aoptic14,12,7,Put aside,0.163333333
DIA,S,Assembly,aoptic14,14,1,Bring product to work station,0.186666667
DIA,S,Assembly,aoptic14,14,2,Fix 1 screw,0.135
DIA,S,Assembly,aoptic14,14,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,S,Assembly,aoptic14,14,4,"Fix 2sd side, close lens firmly",0.285
DIA,S,Assembly,aoptic14,14,5,Clean 2 side lens with air,0.0984
DIA,S,Assembly,aoptic14,14,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,S,Assembly,aoptic14,14,7,Put aside,0.163333333
DIA,S,Assembly,aoptic14,22,1,Bring product to work station,0.186666667
DIA,S,Assembly,aoptic14,22,2,Fix 1 screw,0.135
DIA,S,Assembly,aoptic14,22,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,S,Assembly,aoptic14,22,4,"Fix 2sd side, close lens firmly",0.285
DIA,S,Assembly,aoptic14,22,5,Clean 2 side lens with air,0.0984
DIA,S,Assembly,aoptic14,22,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,S,Assembly,aoptic14,22,7,Put aside,0.163333333
DIA,S,Assembly,aoptic14,24,1,Bring product to work station,0.186666667
DIA,S,Assembly,aoptic14,24,2,Fix 1 screw,0.135
DIA,S,Assembly,aoptic14,24,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,S,Assembly,aoptic14,24,4,"Fix 2sd side, close lens firmly",0.285
DIA,S,Assembly,aoptic14,24,5,Clean 2 side lens with air,0.0984
DIA,S,Assembly,aoptic14,24,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,S,Assembly,aoptic14,24,7,Put aside,0.163333333
DIA,VL,Assembly,aoptic14,11,1,Bring product to work station,0.186666667
DIA,VL,Assembly,aoptic14,11,2,Fix 1 screw,0.135
DIA,VL,Assembly,aoptic14,11,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,VL,Assembly,aoptic14,11,4,"Fix 2sd side, close lens firmly",0.285
DIA,VL,Assembly,aoptic14,11,5,Clean 2 side lens with air,0.0984
DIA,VL,Assembly,aoptic14,11,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,VL,Assembly,aoptic14,11,7,Put aside,0.163333333
DIA,VL,Assembly,aoptic14,12,1,Bring product to work station,0.186666667
DIA,VL,Assembly,aoptic14,12,2,Fix 1 screw,0.135
DIA,VL,Assembly,aoptic14,12,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,VL,Assembly,aoptic14,12,4,"Fix 2sd side, close lens firmly",0.285
DIA,VL,Assembly,aoptic14,12,5,Clean 2 side lens with air,0.0984
DIA,VL,Assembly,aoptic14,12,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,VL,Assembly,aoptic14,12,7,Put aside,0.163333333
DIA,VL,Assembly,aoptic14,14,1,Bring product to work station,0.186666667
DIA,VL,Assembly,aoptic14,14,2,Fix 1 screw,0.135
DIA,VL,Assembly,aoptic14,14,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,VL,Assembly,aoptic14,14,4,"Fix 2sd side, close lens firmly",0.285
DIA,VL,Assembly,aoptic14,14,5,Clean 2 side lens with air,0.0984
DIA,VL,Assembly,aoptic14,14,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,VL,Assembly,aoptic14,14,7,Put aside,0.163333333
DIA,VL,Assembly,aoptic14,22,1,Bring product to work station,0.186666667
DIA,VL,Assembly,aoptic14,22,2,Fix 1 screw,0.135
DIA,VL,Assembly,aoptic14,22,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,VL,Assembly,aoptic14,22,4,"Fix 2sd side, close lens firmly",0.285
DIA,VL,Assembly,aoptic14,22,5,Clean 2 side lens with air,0.0984
DIA,VL,Assembly,aoptic14,22,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,VL,Assembly,aoptic14,22,7,Put aside,0.163333333
DIA,VL,Assembly,aoptic14,24,1,Bring product to work station,0.186666667
DIA,VL,Assembly,aoptic14,24,2,Fix 1 screw,0.135
DIA,VL,Assembly,aoptic14,24,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIA,VL,Assembly,aoptic14,24,4,"Fix 2sd side, close lens firmly",0.285
DIA,VL,Assembly,aoptic14,24,5,Clean 2 side lens with air,0.0984
DIA,VL,Assembly,aoptic14,24,6,Fix 2 side lens & put foam inside to protect,0.4712
DIA,VL,Assembly,aoptic14,24,7,Put aside,0.163333333
DIALED,VL,Assembly,aoptic14,11,1,Bring product to work station,0.186666667
DIALED,VL,Assembly,aoptic14,11,2,Fix 1 screw,0.135
DIALED,VL,Assembly,aoptic14,11,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,VL,Assembly,aoptic14,11,4,"Fix 2sd side, close lens firmly",0.285
DIALED,VL,Assembly,aoptic14,11,5,Clean 2 side lens with air,0.0984
DIALED,VL,Assembly,aoptic14,11,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,VL,Assembly,aoptic14,11,7,Put aside,0.163333333
DIALED,VL,Assembly,aoptic14,12,1,Bring product to work station,0.186666667
DIALED,VL,Assembly,aoptic14,12,2,Fix 1 screw,0.135
DIALED,VL,Assembly,aoptic14,12,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,VL,Assembly,aoptic14,12,4,"Fix 2sd side, close lens firmly",0.285
DIALED,VL,Assembly,aoptic14,12,5,Clean 2 side lens with air,0.0984
DIALED,VL,Assembly,aoptic14,12,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,VL,Assembly,aoptic14,12,7,Put aside,0.163333333
DIALED,VL,Assembly,aoptic14,14,1,Bring product to work station,0.186666667
DIALED,VL,Assembly,aoptic14,14,2,Fix 1 screw,0.135
DIALED,VL,Assembly,aoptic14,14,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,VL,Assembly,aoptic14,14,4,"Fix 2sd side, close lens firmly",0.285
DIALED,VL,Assembly,aoptic14,14,5,Clean 2 side lens with air,0.0984
DIALED,VL,Assembly,aoptic14,14,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,VL,Assembly,aoptic14,14,7,Put aside,0.163333333
DIALED,VL,Assembly,aoptic14,22,1,Bring product to work station,0.186666667
DIALED,VL,Assembly,aoptic14,22,2,Fix 1 screw,0.135
DIALED,VL,Assembly,aoptic14,22,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,VL,Assembly,aoptic14,22,4,"Fix 2sd side, close lens firmly",0.285
DIALED,VL,Assembly,aoptic14,22,5,Clean 2 side lens with air,0.0984
DIALED,VL,Assembly,aoptic14,22,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,VL,Assembly,aoptic14,22,7,Put aside,0.163333333
DIALED,VL,Assembly,aoptic14,24,1,Bring product to work station,0.186666667
DIALED,VL,Assembly,aoptic14,24,2,Fix 1 screw,0.135
DIALED,VL,Assembly,aoptic14,24,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,VL,Assembly,aoptic14,24,4,"Fix 2sd side, close lens firmly",0.285
DIALED,VL,Assembly,aoptic14,24,5,Clean 2 side lens with air,0.0984
DIALED,VL,Assembly,aoptic14,24,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,VL,Assembly,aoptic14,24,7,Put aside,0.163333333
DIALED,SO,Assembly,aoptic14,11,1,Bring product to work station,0.186666667
DIALED,SO,Assembly,aoptic14,11,2,Fix 1 screw,0.135
DIALED,SO,Assembly,aoptic14,11,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,SO,Assembly,aoptic14,11,4,"Fix 2sd side, close lens firmly",0.285
DIALED,SO,Assembly,aoptic14,11,5,Clean 2 side lens with air,0.0984
DIALED,SO,Assembly,aoptic14,11,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,SO,Assembly,aoptic14,11,7,Put aside,0.163333333
DIALED,SO,Assembly,aoptic14,12,1,Bring product to work station,0.186666667
DIALED,SO,Assembly,aoptic14,12,2,Fix 1 screw,0.135
DIALED,SO,Assembly,aoptic14,12,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,SO,Assembly,aoptic14,12,4,"Fix 2sd side, close lens firmly",0.285
DIALED,SO,Assembly,aoptic14,12,5,Clean 2 side lens with air,0.0984
DIALED,SO,Assembly,aoptic14,12,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,SO,Assembly,aoptic14,12,7,Put aside,0.163333333
DIALED,SO,Assembly,aoptic14,14,1,Bring product to work station,0.186666667
DIALED,SO,Assembly,aoptic14,14,2,Fix 1 screw,0.135
DIALED,SO,Assembly,aoptic14,14,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,SO,Assembly,aoptic14,14,4,"Fix 2sd side, close lens firmly",0.285
DIALED,SO,Assembly,aoptic14,14,5,Clean 2 side lens with air,0.0984
DIALED,SO,Assembly,aoptic14,14,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,SO,Assembly,aoptic14,14,7,Put aside,0.163333333
DIALED,SO,Assembly,aoptic14,22,1,Bring product to work station,0.186666667
DIALED,SO,Assembly,aoptic14,22,2,Fix 1 screw,0.135
DIALED,SO,Assembly,aoptic14,22,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,SO,Assembly,aoptic14,22,4,"Fix 2sd side, close lens firmly",0.285
DIALED,SO,Assembly,aoptic14,22,5,Clean 2 side lens with air,0.0984
DIALED,SO,Assembly,aoptic14,22,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,SO,Assembly,aoptic14,22,7,Put aside,0.163333333
DIALED,SO,Assembly,aoptic14,24,1,Bring product to work station,0.186666667
DIALED,SO,Assembly,aoptic14,24,2,Fix 1 screw,0.135
DIALED,SO,Assembly,aoptic14,24,3,"Take sub lens, fix screw the other side & turn jig",0.195
DIALED,SO,Assembly,aoptic14,24,4,"Fix 2sd side, close lens firmly",0.285
DIALED,SO,Assembly,aoptic14,24,5,Clean 2 side lens with air,0.0984
DIALED,SO,Assembly,aoptic14,24,6,Fix 2 side lens & put foam inside to protect,0.4712
DIALED,SO,Assembly,aoptic14,24,7,Put aside,0.163333333
DUO,VL,Assembly,aoptic16,11,1,Bring product to work station,0.186666667
DUO,VL,Assembly,aoptic16,11,2,Fix 1 screw for 1st lens,0.135
DUO,VL,Assembly,aoptic16,11,3,"Take 1st sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,11,4,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,11,5,Fix 1 screw for 2nd lens,0.135
DUO,VL,Assembly,aoptic16,11,6,"Take 2nd sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,11,7,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,11,8,Fix 2 side lens & put foam inside to protect,0.4712
DUO,VL,Assembly,aoptic16,11,9,Put aside,0.163333333
DUO,VL,Assembly,aoptic16,12,1,Bring product to work station,0.186666667
DUO,VL,Assembly,aoptic16,12,2,Fix 1 screw for 1st lens,0.135
DUO,VL,Assembly,aoptic16,12,3,"Take 1st sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,12,4,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,12,5,Fix 1 screw for 2nd lens,0.135
DUO,VL,Assembly,aoptic16,12,6,"Take 2nd sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,12,7,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,12,8,Fix 2 side lens & put foam inside to protect,0.4712
DUO,VL,Assembly,aoptic16,12,9,Put aside,0.163333333
DUO,VL,Assembly,aoptic16,14,1,Bring product to work station,0.186666667
DUO,VL,Assembly,aoptic16,14,2,Fix 1 screw for 1st lens,0.135
DUO,VL,Assembly,aoptic16,14,3,"Take 1st sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,14,4,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,14,5,Fix 1 screw for 2nd lens,0.135
DUO,VL,Assembly,aoptic16,14,6,"Take 2nd sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,14,7,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,14,8,Fix 2 side lens & put foam inside to protect,0.4712
DUO,VL,Assembly,aoptic16,14,9,Put aside,0.163333333
DUO,VL,Assembly,aoptic16,22,1,Bring product to work station,0.186666667
DUO,VL,Assembly,aoptic16,22,2,Fix 1 screw for 1st lens,0.135
DUO,VL,Assembly,aoptic16,22,3,"Take 1st sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,22,4,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,22,5,Fix 1 screw for 2nd lens,0.135
DUO,VL,Assembly,aoptic16,22,6,"Take 2nd sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,22,7,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,22,8,Fix 2 side lens & put foam inside to protect,0.4712
DUO,VL,Assembly,aoptic16,22,9,Put aside,0.163333333
DUO,VL,Assembly,aoptic16,24,1,Bring product to work station,0.186666667
DUO,VL,Assembly,aoptic16,24,2,Fix 1 screw for 1st lens,0.135
DUO,VL,Assembly,aoptic16,24,3,"Take 1st sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,24,4,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,24,5,Fix 1 screw for 2nd lens,0.135
DUO,VL,Assembly,aoptic16,24,6,"Take 2nd sub-lens, fix screw the other side & turn jig",0.195
DUO,VL,Assembly,aoptic16,24,7,"Fix 2sd side, close lens firmly",0.285
DUO,VL,Assembly,aoptic16,24,8,Fix 2 side lens & put foam inside to protect,0.4712
DUO,VL,Assembly,aoptic16,24,9,Put aside,0.163333333
EL,B,Assembly,aoptic10,4,3,clip louver on housing,0.41
EL,B,Assembly,aoptic10,8,3,clip louver on housing,0.82
EL,B,Assembly,aoptic10,12,3,clip louver on housing,1.23
EL,SLC,Assembly,aoptic10,4,3,clip louver on housing,0.41
EL,SLC,Assembly,aoptic10,8,3,clip louver on housing,0.82
EL,SLC,Assembly,aoptic10,12,3,clip louver on housing,1.23
EL,SS,Assembly,aoptic10,4,3,clip louver on housing,0.41
EL,SS,Assembly,aoptic10,8,3,clip louver on housing,0.82
EL,SS,Assembly,aoptic10,12,3,clip louver on housing,1.23
EL,SSD,Assembly,aoptic10,4,3,clip louver on housing,0.41
EL,SSD,Assembly,aoptic10,8,3,clip louver on housing,0.82
EL,SSD,Assembly,aoptic10,12,3,clip louver on housing,1.23
EL,B,Preparation,aoptic10,4,1,unwrap louver,0.26
EL,B,Preparation,aoptic10,4,2,assy brackets on baffle,2.8
EL,B,Preparation,aoptic10,8,1,unwrap louver,0.52
